state_postal,state_name,office_code,district_id,office_name,district_name,precincts_reporting,total_precincts,ap_npid,first_name,last_name,middle_name,junior,use_junior,incumbent,party,vote_count,ap_winner,ap_winner_time,npr_winner,npr_winner_time
FL,Florida,H,12,U.S. House,District 12,191,191,62144,Paul,Elliott,,,0,0,NPA,17304,,,,
FL,Florida,H,13,U.S. House,District 13,225,225,1245,Bill,Young,,,0,1,GOP,122996,X,,,
FL,Florida,H,13,U.S. House,District 13,225,225,62145,Jessica,Ehrlich,,,0,0,Dem,100633,,,,
FL,Florida,H,14,U.S. House,District 14,211,211,62130,Evelio,Otero,,,0,0,GOP,82902,,,,
FL,Florida,H,14,U.S. House,District 14,211,211,10546,Kathy,Castor,,,0,1,Dem,101324,X,,,
FL,Florida,H,15,U.S. House,District 15,0,0,52996,Dennis,Ross,,,0,1,GOP,0,X,,,
FL,Florida,H,16,U.S. House,District 16,211,211,53213,Vern,Buchanan,,,0,1,GOP,128063,X,,,
FL,Florida,H,16,U.S. House,District 16,211,211,62131,Keith,Fitzgerald,,,0,0,Dem,104778,,,,
FL,Florida,H,17,U.S. House,District 17,234,234,59163,Tom,Rooney,,,0,1,GOP,113894,X,,,
FL,Florida,H,17,U.S. House,District 17,234,234,62147,William,Bronson,,,0,0,Dem,93186,,,,
FL,Florida,H,18,U.S. House,District 18,305,305,58634,Allen,West,,,0,1,GOP,133569,X,,,
FL,Florida,H,18,U.S. House,District 18,305,305,62133,Patrick,Murphy,,,0,0,Dem,109283,,,,
FL,Florida,H,21,U.S. House,District 21,350,350,60128,Ted,Deutch,,,0,1,Dem,92649,X,,,
FL,Florida,H,21,U.S. House,District 21,350,350,62150,Michael,Trout,,,0,0,NPA,30883,,,,
FL,Florida,H,21,U.S. House,District 21,350,350,62149,Cesar,Henao,,,0,0,NPA,82354,,,,
FL,Florida,H,22,U.S. House,District 22,459,459,53020,Adam,Hasner,,,0,0,GOP,114378,,,,
FL,Florida,H,22,U.S. House,District 22,459,459,10720,Lois,Frankel,,,0,0,Dem,139794,X,,,
FL,Florida,H,23,U.S. House,District 23,305,305,61036,Karen,Harrington,,,0,0,GOP,78007,,,,
FL,Florida,H,23,U.S. House,District 23,305,305,11357,Debbie,Wasserman Schultz,,,0,1,Dem,87756,X,,,
FL,Florida,H,23,U.S. House,District 23,305,305,62151,Ilya,Katz,,,0,0,NPA,29252,,,,
FL,Florida,H,20,U.S. House,District 20,349,349,874,Alcee,Hastings,,,0,1,Dem,118751,X,,,
FL,Florida,H,20,U.S. House,District 20,349,349,61513,Randall,Terry,,,0,0,NPA,97159,,,,
FL,Florida,H,1,U.S. House,District 1,203,203,1240,Jeff,Miller,,,0,1,GOP,105723,X,,,
FL,Florida,H,1,U.S. House,District 1,203,203,58597,Jim,Bryan,,,0,0,Dem,93976,,,,
FL,Florida,H,1,U.S. House,District 1,203,203,62137,Calen,Fretts,,,0,0,Lib,35240,,,,
FL,Florida,H,24,U.S. House,District 24,0,0,53086,Frederica,Wilson,,,0,1,Dem,0,X,,,
FL,Florida,H,25,U.S. House,District 25,177,177,878,Mario,Diaz-Balart,,,0,1,GOP,58719,X,,,
FL,Florida,H,25,U.S. House,District 25,177,177,62134,,VoteForEddie.com,,,0,0,NPA,19573,,,,
FL,Florida,H,25,U.S. House,District 25,177,177,60514,Stanley,Blumenthal,,,0,0,NPA,52194,,,,
FL,Florida,H,19,U.S. House,District 19,148,148,62558,Trey,Radel,,,0,0,GOP,93364,X,,,
FL,Florida,H,19,U.S. House,District 19,148,148,60509,Jim,Roach,,,0,0,Dem,82989,,,,
FL,Florida,H,19,U.S. House,District 19,148,148,62148,Brandon,Smith,,,0,0,NPA,31121,,,,
FL,Florida,H,26,U.S. House,District 26,215,215,53045,David,Rivera,,,0,1,GOP,73410,X,,,
FL,Florida,H,26,U.S. House,District 26,215,215,58641,Joe,Garcia,,,0,0,Dem,66151,,,,
FL,Florida,H,26,U.S. House,District 26,215,215,62152,Jose,Peixoto,,,0,0,NPA,12965,,,,
FL,Florida,H,26,U.S. House,District 26,215,215,62154,Angel,Fernandez,,,0,0,NPA,12849,,,,
FL,Florida,H,27,U.S. House,District 27,322,322,867,Ileana,Ros-Lehtinen,,,0,1,GOP,85926,X,,,
FL,Florida,H,27,U.S. House,District 27,322,322,62135,Manny,Yevancey,,,0,0,Dem,76379,,,,
FL,Florida,H,27,U.S. House,District 27,322,322,62155,Thomas,Cruz-Wiggins,,,0,0,NPA,28641,,,,
GA,Georgia,H,1,U.S. House,District 1,239,239,828,Jack,Kingston,,,0,1,GOP,103643,X,,,
GA,Georgia,H,1,U.S. House,District 1,239,239,62258,Lesli Rae,Messinger,,,0,0,Dem,84798,,,,
GA,Georgia,H,2,U.S. House,District 2,245,245,62260,John,House,,,0,0,GOP,80848,,,,
GA,Georgia,H,2,U.S. House,District 2,245,245,1253,Sanford,Bishop,,,0,1,Dem,98814,X,,,
GA,Georgia,H,3,U.S. House,District 3,0,0,13348,Lynn,Westmoreland,,,0,1,GOP,0,X,,,
GA,Georgia,H,4,U.S. House,District 4,171,171,62264,J. Chris,Vaughn,,,0,0,GOP,95839,,,,
GA,Georgia,H,4,U.S. House,District 4,171,171,59400,Hank,Johnson,,,0,1,Dem,117136,X,,,
GA,Georgia,H,5,U.S. House,District 5,252,252,62265,Howard,Stopeck,,,0,0,GOP,105120,,,,
GA,Georgia,H,5,U.S. House,District 5,252,252,833,John,Lewis,,,0,1,Dem,128480,X,,,
GA,Georgia,H,6,U.S. House,District 6,203,203,12873,Tom,Price,,,0,1,GOP,117370,X,,,
GA,Georgia,H,6,U.S. House,District 6,203,203,62266,Jeff,Kazanow,,,0,0,Dem,96030,,,,
GA,Georgia,H,7,U.S. House,District 7,130,130,61021,Rob,Woodall,,,0,1,GOP,106563,X,,,
GA,Georgia,H,7,U.S. House,District 7,130,130,12927,Steve,Reilly,,,0,0,Dem,87187,,,,
GA,Georgia,H,8,U.S. House,District 8,0,0,13031,Austin,Scott,,,0,1,GOP,0,X,,,
GA,Georgia,H,9,U.S. House,District 9,212,212,62270,Doug,Collins,,,0,0,GOP,97289,X,,,
GA,Georgia,H,9,U.S. House,District 9,212,212,62269,Jody,Cooley,,,0,0,Dem,79600,,,,
GA,Georgia,H,10,U.S. House,District 10,0,0,11651,Paul,Broun,,,0,1,GOP,0,X,,,
GA,Georgia,H,11,U.S. House,District 11,152,152,843,Phil,Gingrey,,,0,1,GOP,115916,X,,,
GA,Georgia,H,11,U.S. House,District 11,152,152,62274,Patrick,Thompson,,,0,0,Dem,94839,,,,
GA,Georgia,H,12,U.S. House,District 12,287,287,11444,Lee,Anderson,,,0,0,GOP,81277,,,,
GA,Georgia,H,12,U.S. House,District 12,287,287,1837,John,Barrow,,,0,1,Dem,99337,X,,,
GA,Georgia,H,13,U.S. House,District 13,156,156,62279,Shahid,Malik,,,0,0,GOP,87253,,,,
GA,Georgia,H,13,U.S. House,District 13,156,156,1257,David,Scott,,,0,1,Dem,106642,X,,,
GA,Georgia,H,14,U.S. House,District 14,150,150,53104,Tom,Graves,,,0,1,GOP,90985,X,,,
GA,Georgia,H,14,U.S. House,District 14,150,150,62280,Daniel,Grant,,,0,0,Dem,74441,,,,
HI,Hawaii,H,2,U.S. House,District 2,135,135,62589,Tulsi,Gabbard,,,0,0,Dem,97796,X,,,
HI,Hawaii,H,2,U.S. House,District 2,135,135,62590,Kawika,Crowley,,,0,0,GOP,80015,,,,
HI,Hawaii,S,0,U.S. Senate,,250,250,1594,Mazie,Hirono,,,0,0,Dem,154688,,,,
HI,Hawaii,S,0,U.S. Senate,,250,250,1595,Linda,Lingle,,,0,0,GOP,189062,X,,,
HI,Hawaii,H,1,U.S. House,District 1,115,115,53401,Colleen,Hanabusa,,,0,1,Dem,91265,X,,,
HI,Hawaii,H,1,U.S. House,District 1,115,115,13790,Charles,Djou,,,0,0,GOP,74673,,,,
IA,Iowa,H,1,U.S. House,District 1,417,417,51431,Bruce,Braley,,,0,1,Dem,116388,X,,,
IA,Iowa,H,1,U.S. House,District 1,417,417,60385,Ben,Lange,,,0,0,GOP,105591,,,,
IA,Iowa,H,1,U.S. House,District 1,417,417,61116,Gregory,Hughes,,,0,0,Ind,19798,,,,
IA,Iowa,H,1,U.S. House,District 1,417,417,62606,George,Krail,,,0,0,Ind,22200,,,,
IA,Iowa,H,2,U.S. House,District 2,401,401,51537,Dave,Loebsack,,,0,1,Dem,124731,X,,,
IA,Iowa,H,2,U.S. House,District 2,401,401,62160,John,Archer,,,0,0,GOP,110872,,,,
IA,Iowa,H,2,U.S. House,District 2,401,401,62607,Alan,Aversa,,,0,0,Ind,41576,,,,
IA,Iowa,H,3,U.S. House,District 3,380,380,535,Leonard,Boswell,,,0,1,Dem,99143,,,,
IA,Iowa,H,3,U.S. House,District 3,380,380,537,Tom,Latham,,,0,1,GOP,109609,X,,,
IA,Iowa,H,3,U.S. House,District 3,380,380,61115,David,Rosenfeld,,,0,0,SWP,20704,,,,
IA,Iowa,H,3,U.S. House,District 3,380,380,60391,Scott,Batcher,,,0,0,Ind,20905,,,,
IA,Iowa,H,4,U.S. House,District 4,490,490,62158,Christie,Vilsack,,,0,0,Dem,106965,,,,
IA,Iowa,H,4,U.S. House,District 4,490,490,539,Steve,King,,,0,1,GOP,120335,X,,,
IA,Iowa,H,4,U.S. House,District 4,490,490,61113,Martin,Monroe,,,0,0,Ind,40111,,,,
ID,Idaho,H,1,U.S. House,District 1,453,453,61783,Jimmy,Farris,,,0,0,Dem,78742,,,,
ID,Idaho,H,1,U.S. House,District 1,453,453,60527,Raul,Labrador,,,0,1,GOP,88148,X,,,
ID,Idaho,H,1,U.S. House,District 1,453,453,62223,Rob,Oates,,,0,0,Lib,16484,,,,
ID,Idaho,H,1,U.S. House,District 1,453,453,56769,,Pro-Life,,,0,0,Ind,15469,,,,
ID,Idaho,H,2,U.S. House,District 2,490,490,61784,Nicole,LeFavour,,,0,0,Dem,85860,,,,
ID,Idaho,H,2,U.S. House,District 2,490,490,504,Mike,Simpson,,,0,1,GOP,104940,X,,,
IL,Illinois,H,1,U.S. House,District 1,674,674,1263,Bobby,Rush,,,0,1,Dem,104466,X,,,
IL,Illinois,H,1,U.S. House,District 1,674,674,61660,Donald,Peloquin,,,0,0,GOP,85472,,,,
IL,Illinois,H,2,U.S. House,District 2,568,568,1265,Jesse,Jackson,,Jr.,1,1,Dem,106098,X,,,
IL,Illinois,H,2,U.S. House,District 2,568,568,61663,Brian,Woodworth,,,0,0,GOP,94309,,,,
IL,Illinois,H,2,U.S. House,District 2,568,568,62245,Marcus,Lewis,,,0,0,Ind,35365,,,,
IL,Illinois,H,3,U.S. House,District 3,504,504,50681,Dan,Lipinski,,,0,1,Dem,102430,X,,,
IL,Illinois,H,3,U.S. House,District 3,504,504,61664,Richard,Grabowski,,,0,0,GOP,83805,,,,
IL,Illinois,H,4,U.S. House,District 4,445,445,1267,Luis,Gutierrez,,,0,1,Dem,92804,X,,,
IL,Illinois,H,4,U.S. House,District 4,445,445,62246,Hector,Concepcion,,,0,0,GOP,75930,,,,
IL,Illinois,H,5,U.S. House,District 5,621,621,59914,Mike,Quigley,,,0,1,Dem,98186,X,,,
IL,Illinois,H,5,U.S. House,District 5,621,621,61666,Dan,Schmitt,,,0,0,GOP,87276,,,,
IL,Illinois,H,5,U.S. House,District 5,621,621,62247,Nancy,Wade,,,0,0,Grn,32728,,,,
IL,Illinois,H,6,U.S. House,District 6,560,560,61640,Leslie,Coolidge,,,0,0,Dem,123035,,,,
IL,Illinois,H,6,U.S. House,District 6,560,560,53825,Peter,Roskam,,,0,1,GOP,150374,X,,,
IL,Illinois,H,7,U.S. House,District 7,656,656,1272,Danny,Davis,,,0,1,Dem,100212,X,,,
IL,Illinois,H,7,U.S. House,District 7,656,656,62248,Rita,Zak,,,0,0,GOP,89077,,,,
IL,Illinois,H,7,U.S. House,District 7,656,656,62249,John,Monaghan,,,0,0,Ind,33403,,,,
IL,Illinois,H,8,U.S. House,District 8,430,430,51631,Tammy,Duckworth,,,0,0,Dem,53780,,,,
IL,Illinois,H,8,U.S. House,District 8,430,430,18446,Joe,Walsh,,,0,1,GOP,65731,X,,,
IL,Illinois,H,9,U.S. House,District 9,560,560,1275,Jan,Schakowsky,,,0,1,Dem,117472,X,,,
IL,Illinois,H,9,U.S. House,District 9,560,560,61667,Timothy,Wolfe,,,0,0,GOP,96112,,,,
IL,Illinois,H,10,U.S. House,District 10,419,419,61646,Brad,Schneider,,,0,0,Dem,91591,,,,
IL,Illinois,H,10,U.S. House,District 10,419,419,60158,Robert,Dold,,,0,1,GOP,111943,X,,,
IL,Illinois,H,11,U.S. House,District 11,423,423,58367,Bill,Foster,,,0,0,Dem,113038,,,,
IL,Illinois,H,11,U.S. House,District 11,423,423,187,Judy,Biggert,,,0,1,GOP,138157,X,,,
IL,Illinois,H,12,U.S. House,District 12,666,666,62250,William,Enyart,,,0,0,Dem,120978,X,,,
IL,Illinois,H,12,U.S. House,District 12,666,666,61669,Jason,Plummer,,,0,0,GOP,107536,,,,
IL,Illinois,H,12,U.S. House,District 12,666,666,62251,Paula,Bradshaw,,,0,0,Grn,40326,,,,
IL,Illinois,H,13,U.S. House,District 13,612,612,1879,David,Gill,,,0,0,Dem,118570,,,,
IL,Illinois,H,13,U.S. House,District 13,612,612,16089,Rodney,Davis,,,0,0,GOP,133390,X,,,
IL,Illinois,H,13,U.S. House,District 13,612,612,62252,John,Hartman,,,0,0,Ind,44463,,,,
IL,Illinois,H,14,U.S. House,District 14,405,405,61653,Dennis,Anderson,,,0,0,Dem,114310,,,,
IL,Illinois,H,14,U.S. House,District 14,405,405,53754,Randy,Hultgren,,,0,1,GOP,139712,X,,,
IL,Illinois,H,15,U.S. House,District 15,848,848,61655,Angela,Michael,,,0,0,Dem,114210,,,,
IL,Illinois,H,15,U.S. House,District 15,848,848,1285,John,Shimkus,,,0,1,GOP,139589,X,,,
IL,Illinois,H,16,U.S. House,District 16,689,689,62254,Wanda,Rohl,,,0,0,Dem,120531,,,,
IL,Illinois,H,16,U.S. House,District 16,689,689,60166,Adam,Kinzinger,,,0,1,GOP,147314,X,,,
IL,Illinois,H,17,U.S. House,District 17,696,696,61657,Cheri,Bustos,,,0,0,Dem,116134,,,,
IL,Illinois,H,17,U.S. House,District 17,696,696,60791,Bobby,Schilling,,,0,1,GOP,141940,X,,,
IL,Illinois,H,18,U.S. House,District 18,773,773,28668,Steve,Waterworth,,,0,0,Dem,127208,,,,
IL,Illinois,H,18,U.S. House,District 18,773,773,32649,Aaron,Schock,,,0,1,GOP,155475,X,,,
IN,Indiana,S,0,U.S. Senate,,5330,5330,50000,Joe,Donnelly,,,0,0,Dem,984448,X,,,
IN,Indiana,S,0,U.S. Senate,,5330,5330,61671,Richard,Mourdock,,,0,0,GOP,875064,,,,
IN,Indiana,S,0,U.S. Senate,,5330,5330,732,Andrew,Horning,,,0,0,Lib,328149,,,,
IN,Indiana,H,1,U.S. House,District 1,698,698,422,Peter,Visclosky,,,0,1,Dem,136322,X,,,
IN,Indiana,H,1,U.S. House,District 1,698,698,61694,Joel,Phelps,,,0,0,GOP,111536,,,,
IN,Indiana,H,2,U.S. House,District 2,555,555,61673,Brendan,Mullen,,,0,0,Dem,110693,,,,
IN,Indiana,H,2,U.S. House,District 2,555,555,60423,Jackie,Walorski,,,0,0,GOP,124529,X,,,
IN,Indiana,H,2,U.S. House,District 2,555,555,62443,Joseph,Ruiz,,,0,0,Lib,41509,,,,
IN,Indiana,H,3,U.S. House,District 3,609,609,61674,Kevin,Boyd,,,0,0,Dem,109433,,,,
IN,Indiana,H,3,U.S. House,District 3,609,609,53887,Marlin,Stutzman,,,0,1,GOP,133750,X,,,
IN,Indiana,H,4,U.S. House,District 4,596,596,61680,Tara,Nelson,,,0,0,Dem,103639,,,,
IN,Indiana,H,4,U.S. House,District 4,596,596,19081,Todd,Rokita,,,0,1,GOP,116593,X,,,
IN,Indiana,H,4,U.S. House,District 4,596,596,62444,Benjamin,Gelhausen,,,0,0,Lib,38864,,,,
IN,Indiana,H,5,U.S. House,District 5,582,582,53873,Scott,Reske,,,0,0,Dem,133955,X,,,
IN,Indiana,H,5,U.S. House,District 5,582,582,61698,Susan,Brooks,,,0,0,GOP,119071,,,,
IN,Indiana,H,5,U.S. House,District 5,582,582,60818,Chard,Reid,,,0,0,Lib,44651,,,,
IN,Indiana,H,6,U.S. House,District 6,599,599,61683,Bradley,Bookout,,,0,0,Dem,112111,X,,,
IN,Indiana,H,6,U.S. House,District 6,599,599,53892,Luke,Messer,,,0,0,GOP,99654,,,,
IN,Indiana,H,6,U.S. House,District 6,599,599,62445,Rex,Bell,,,0,0,Lib,37370,,,,
IN,Indiana,H,7,U.S. House,District 7,456,456,57849,Andre,Carson,,,0,1,Dem,117882,X,,,
IN,Indiana,H,7,U.S. House,District 7,456,456,61711,Carlos,May,,,0,0,GOP,96448,,,,
IN,Indiana,H,8,U.S. House,District 8,667,667,53898,Dave,Crooks,,,0,0,Dem,103822,,,,
IN,Indiana,H,8,U.S. House,District 8,667,667,60421,Larry,Bucshon,,,0,1,GOP,116799,X,,,
IN,Indiana,H,8,U.S. House,District 8,667,667,62446,Bart,Gadau,,,0,0,Lib,38933,,,,
IN,Indiana,H,9,U.S. House,District 9,570,570,61693,Shelli,Yoder,,,0,0,Dem,120480,,,,
IN,Indiana,H,9,U.S. House,District 9,570,570,60424,Todd,Young,,,0,1,GOP,147253,X,,,
KS,Kansas,H,1,U.S. House,District 1,0,0,54149,Tim,Huelskamp,,,0,1,GOP,0,X,,,
KS,Kansas,H,3,U.S. House,District 3,414,414,54005,Kevin,Yoder,,,0,1,GOP,125223,X,,,
KS,Kansas,H,3,U.S. House,District 3,414,414,62290,Joel,Balam,,,0,0,Lib,102455,,,,
KS,Kansas,H,4,U.S. House,District 4,695,695,60767,Robert,Tillman,,,0,0,Dem,78970,,,,
KS,Kansas,H,4,U.S. House,District 4,695,695,60768,Mike,Pompeo,,,0,1,GOP,88841,X,,,
KS,Kansas,H,4,U.S. House,District 4,695,695,62415,Thomas,Jefferson,,,0,0,Lib,29613,,,,
KS,Kansas,H,2,U.S. House,District 2,895,895,62289,Tobias,Schlingensiepen,,,0,0,Dem,93355,,,,
KS,Kansas,H,2,U.S. House,District 2,895,895,19867,Lynn,Jenkins,,,0,1,GOP,105024,X,,,
KS,Kansas,H,2,U.S. House,District 2,895,895,1615,Dennis,Hawver,,,0,0,Lib,35007,,,,
KY,Kentucky,H,3,U.S. House,District 3,557,557,51522,John,Yarmuth,,,0,1,Dem,111948,X,,,
KY,Kentucky,H,3,U.S. House,District 3,557,557,61879,Brooks,Wicker,,,0,0,GOP,99509,,,,
KY,Kentucky,H,3,U.S. House,District 3,557,557,62451,Robert,DeVore,,,0,0,Ind,37315,,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,61876,William,Adkins,,,0,0,Dem,102720,,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,61880,Thomas,Massie,,,0,0,GOP,115561,X,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,62561,David,Lewis,,,0,0,Ind,38520,,,,
KY,Kentucky,H,5,U.S. House,District 5,742,742,51523,Kenneth,Stepp,,,0,0,Dem,118816,,,,
KY,Kentucky,H,5,U.S. House,District 5,742,742,208,Hal,Rogers,,,0,1,GOP,145220,X,,,
KY,Kentucky,H,6,U.S. House,District 6,629,629,1310,Ben,Chandler,,,0,1,Dem,108708,X,,,
KY,Kentucky,H,6,U.S. House,District 6,629,629,60705,Andy,Barr,,,0,0,GOP,96631,,,,
KY,Kentucky,H,6,U.S. House,District 6,629,629,62495,Randolph,Vance,,,0,0,Ind,36236,,,,
KY,Kentucky,H,1,U.S. House,District 1,641,641,60530,Charles,Hatchett,,,0,0,Dem,111765,,,,
KY,Kentucky,H,1,U.S. House,District 1,641,641,202,Ed,Whitfield,,,0,1,GOP,136602,X,,,
KY,Kentucky,H,2,U.S. House,District 2,519,519,61874,David,Williams,,,0,0,Dem,97630,,,,
KY,Kentucky,H,2,U.S. House,District 2,519,519,54282,Brett,Guthrie,,,0,1,GOP,107808,X,,,
KY,Kentucky,H,2,U.S. House,District 2,519,519,62450,Craig,Astor,,,0,0,Lib,20136,,,,
KY,Kentucky,H,2,U.S. House,District 2,519,519,62560,Andrew,Beacham,,,0,0,Ind,18500,,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,61880,Thomas,Massie,,,0,0,GOP,115561,X,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,61876,William,Adkins,,,0,0,Dem,102720,,,,
KY,Kentucky,H,4,U.S. House,District 4,546,546,62561,David,Lewis,,,0,0,Ind,38520,,,,
LA,Louisiana,H,1,U.S. House,District 1,563,563,50666,Vinny,Mendoza,,,0,0,Dem,101537,R,,,
LA,Louisiana,H,1,U.S. House,District 1,563,563,62608,Gary,King,,,0,0,GOP,48351,,,,
LA,Louisiana,H,1,U.S. House,District 1,563,563,54369,Steve,Scalise,,,0,1,GOP,55604,R,,,
LA,Louisiana,H,1,U.S. House,District 1,563,563,62609,David,Turknett,,,0,0,NPA,16922,,,,
LA,Louisiana,H,1,U.S. House,District 1,563,563,22238,Arden,Wells,,,0,0,NPA,19340,,,,
LA,Louisiana,H,3,U.S. House,District 3,616,616,62615,Ron,Richard,,,0,0,Dem,97507,R,,,
LA,Louisiana,H,3,U.S. House,District 3,616,616,62614,Bryan,Barrilleaux,,,0,0,GOP,24377,,,,
LA,Louisiana,H,3,U.S. House,District 3,616,616,50418,Charles,Boustany,,,0,1,GOP,60943,R,,,
LA,Louisiana,H,3,U.S. House,District 3,616,616,61154,Jeff,Landry,,,0,1,GOP,48753,,,,
LA,Louisiana,H,3,U.S. House,District 3,616,616,62616,Jim,Stark,,,0,0,Lib,12188,,,,
LA,Louisiana,H,5,U.S. House,District 5,981,981,1313,Rodney,Alexander,,,0,1,GOP,108188,R,,,
LA,Louisiana,H,5,U.S. House,District 5,981,981,21239,Ron,Ceasar,,,0,0,NPA,96167,R,,,
LA,Louisiana,H,5,U.S. House,District 5,981,981,62618,Clay,Grant,,,0,0,Lib,36062,,,,
LA,Louisiana,H,6,U.S. House,District 6,597,597,59656,Bill,Cassidy,,,0,1,GOP,111015,R,,,
LA,Louisiana,H,6,U.S. House,District 6,597,597,50640,Rufus,Craig,,,0,0,Lib,90830,R,,,
LA,Louisiana,H,6,U.S. House,District 6,597,597,62619,Richard,Torregano,,,0,0,NPA,35619,,,,
LA,Louisiana,H,2,U.S. House,District 2,685,685,62611,Gary,Landrieu,,,0,0,Dem,24386,,,,
LA,Louisiana,H,2,U.S. House,District 2,685,685,54388,Cedric,Richmond,,,0,1,Dem,73156,R,,,
LA,Louisiana,H,2,U.S. House,District 2,685,685,62610,Dwayne,Bailey,,,0,0,GOP,97542,R,,,
LA,Louisiana,H,2,U.S. House,District 2,685,685,62612,Josue,Larose,,,0,0,GOP,36578,,,,
LA,Louisiana,H,2,U.S. House,District 2,685,685,62613,Caleb,Trotter,,,0,0,Lib,12192,,,,
LA,Louisiana,H,4,U.S. House,District 4,825,825,59669,John,Fleming,,,0,1,GOP,129224,X,,,
LA,Louisiana,H,4,U.S. House,District 4,825,825,62617,Randall,Lord,,,0,0,Lib,105728,,,,
MA,Massachusetts,H,1,U.S. House,District 1,0,0,882,Richard,Neal,,,0,1,Dem,0,X,,,
MA,Massachusetts,H,2,U.S. House,District 2,0,0,883,Jim,McGovern,,,0,1,Dem,0,X,,,
MA,Massachusetts,H,3,U.S. House,District 3,225,225,59617,Niki,Tsongas,,,0,1,Dem,99852,,,,
MA,Massachusetts,H,3,U.S. House,District 3,225,225,61039,Jon,Golnik,,,0,0,GOP,122041,X,,,
MA,Massachusetts,H,4,U.S. House,District 4,220,220,60122,Joe,Kennedy,,,0,0,Dem,107242,X,,,
MA,Massachusetts,H,4,U.S. House,District 4,220,220,61231,Sean,Bielat,,,0,0,GOP,35748,,,,
MA,Massachusetts,H,4,U.S. House,District 4,220,220,62725,David,Rosa,,,0,0,Ind,95326,,,,
MA,Massachusetts,H,6,U.S. House,District 6,231,231,887,John,Tierney,,,0,1,Dem,98398,,,,
MA,Massachusetts,H,6,U.S. House,District 6,231,231,54608,Richard,Tisei,,,0,0,GOP,110697,X,,,
MA,Massachusetts,H,6,U.S. House,District 6,231,231,62726,Daniel,Fishman,,,0,0,Lib,36898,,,,
MA,Massachusetts,H,7,U.S. House,District 7,269,269,889,Mike,Capuano,,,0,1,Dem,111060,X,,,
MA,Massachusetts,H,7,U.S. House,District 7,269,269,62727,Karla,Romero,,,0,0,Ind,90867,,,,
MA,Massachusetts,H,8,U.S. House,District 8,250,250,890,Stephen,Lynch,,,0,1,Dem,109035,,,,
MA,Massachusetts,H,8,U.S. House,District 8,250,250,62507,Joe,Selvaggi,,,0,0,GOP,133263,X,,,
MA,Massachusetts,H,9,U.S. House,District 9,222,222,22757,Bill,Keating,,,0,1,Dem,100141,,,,
MA,Massachusetts,H,9,U.S. House,District 9,222,222,62510,Christopher,Sheldon,,,0,0,GOP,112659,X,,,
MA,Massachusetts,H,9,U.S. House,District 9,222,222,62728,Daniel,Botelho,,,0,0,Ind,37552,,,,
MA,Massachusetts,S,0,U.S. Senate,,2172,2172,62244,Elizabeth,Warren,,,0,0,Dem,1149705,X,,,
MA,Massachusetts,S,0,U.S. Senate,,2172,2172,60120,Scott,Brown,,,0,1,GOP,940668,,,,
MA,Massachusetts,H,5,U.S. House,District 5,243,243,888,Ed,Markey,,,0,1,Dem,101464,,,,
MA,Massachusetts,H,5,U.S. House,District 5,243,243,50651,Tom,Tierney,,,0,0,GOP,124011,X,,,
MD,Maryland,H,1,U.S. House,District 1,268,268,61594,Wendy,Rosen,,,0,0,Dem,104463,,,,
MD,Maryland,H,1,U.S. House,District 1,268,268,58831,Andy,Harris,,,0,1,GOP,117520,X,,,
MD,Maryland,H,1,U.S. House,District 1,268,268,62456,Muir,Boda,,,0,0,Lib,39173,,,,
MD,Maryland,H,2,U.S. House,District 2,222,222,1055,Dutch,Ruppersberger,,,0,1,Dem,101574,X,,,
MD,Maryland,H,2,U.S. House,District 2,222,222,54804,Nancy,Jacobs,,,0,0,GOP,90287,,,,
MD,Maryland,H,2,U.S. House,District 2,222,222,62458,Leo,Dymowski,,,0,0,Lib,33857,,,,
MD,Maryland,H,3,U.S. House,District 3,249,249,51603,John,Sarbanes,,,0,1,Dem,108540,X,,,
MD,Maryland,H,3,U.S. House,District 3,249,249,61265,Eric,Knowles,,,0,0,GOP,96479,,,,
MD,Maryland,H,3,U.S. House,District 3,249,249,62483,Paul,Drgos,,,0,0,Lib,36179,,,,
MD,Maryland,H,4,U.S. House,District 4,215,215,57813,Donna,Edwards,,,0,1,Dem,89319,X,,,
MD,Maryland,H,4,U.S. House,District 4,215,215,61575,Faith,Loudon,,,0,0,GOP,79394,,,,
MD,Maryland,H,4,U.S. House,District 4,215,215,62460,Scott,Soffen,,,0,0,Lib,29772,,,,
MD,Maryland,H,5,U.S. House,District 5,215,215,1061,Steny,Hoyer,,,0,1,Dem,105562,X,,,
MD,Maryland,H,5,U.S. House,District 5,215,215,54714,Tony,O'Donnell,,,0,0,GOP,94886,,,,
MD,Maryland,H,5,U.S. House,District 5,215,215,51160,Bob,Auerbach,,,0,0,Grn,17957,,,,
MD,Maryland,H,5,U.S. House,District 5,215,215,62461,Arvin,Vohra,,,0,0,Lib,18811,,,,
MD,Maryland,H,6,U.S. House,District 6,237,237,61562,John,Delaney,,,0,0,Dem,99629,,,,
MD,Maryland,H,6,U.S. House,District 6,237,237,1063,Roscoe,Bartlett,,,0,1,GOP,112081,X,,,
